#;status_id;screen_name;created_at;text;location;lang;hashtag;servicio;FALLA
111;1,48E+18;interagua;30/12/2021 2:45;@nathalits Buenas noches @nathalits, nos encontramos trabajando para realizar las reparaciones en el menor tiempo posible, tenga por seguro que le estaremos informando los avances del mismo hasta su restablecimiento.;Guayaquil;es;Interagua;Agua;No
112;1,48E+18;interagua;30/12/2021 2:44;@nathalits Hola @nathalits, entendemos su malestar, le informamos equipo técnico y de contratistas ya se encuentra en su sector  realizando los trabajos de reparación debido al daño emergente presentado, su servicio será restablecido a la brevedad posible;Guayaquil;es;Interagua;Agua;No
113;1,48E+18;interagua;30/12/2021 22:13;@ndoCamposOrmaza  Hola @ndoCamposOrmaza, nos estamos comunicando por interno con usted para procesar su requerimiento. #NuncaNosRendimos;Guayaquil;es;Interagua;Agua;No
114;1,48E+18;interagua;30/12/2021 22:13;@ndoCamposOrmaza Hola @ndoCamposOrmaza, nos estamos comunicando por interno con usted para procesar su requerimiento. #NuncaNosRendimos;Guayaquil;es;Interagua;Agua;No
115;1,48E+18;interagua;30/12/2021 21:44;@NoheliaSanz  Hola @NoheliaSanz,  para nosotros es importante conocer a fondo su caso y así poder brindarle la solución que merece. En breve lo contactaremos;Guayaquil;es;Interagua;Agua;No
116;1,48E+18;interagua;30/12/2021 22:38;@NoheliaSanz  Hola @NoheliaSanz, para nosotros es importante conocer a fondo su caso y así poder brindarle la solución que merece. En breve lo contactaremos;Guayaquil;es;Interagua;Agua;No
117;1,48E+18;interagua;30/12/2021 16:21;@Rocio_lema9 Buenos dìas @Rocio_lema9, en breve nos comunicaremos con usted al numero 0991972165 para atender su requerimiento.;Guayaquil;es;Interagua;Agua;No
118;1,47E+18;interagua;22/12/2021 13:32;@sergia08 Buenos dìas @sergia08, el valor del Alcantarillado corresponde al 80% del valor facturado por concepto de Agua Potable. Estos valores son facturados en base al Reglamento de Estructura Tarifaria.;Guayaquil;es;agua potable;Agua;No
119;1,48E+18;interagua;30/12/2021 1:46;@sscrapy Hola @sscrapy, hemos tratado de comunicarnos internamente con usted, pero por la privacidad de su perfil no hemos podido. Por favor su ayuda contactándose internamente  para atender su requerimiento. #NuncaNosRendimos;Guayaquil;es;Interagua;Agua;No
120;1,48E+18;interagua;30/12/2021 22:52;@taly_elf Hola @taly_elf, nos encontramos trabajando para realizar las reparaciones en el menor tiempo posible, tenga por seguro que le estaremos informando los avances del mismo hasta su restablecimiento. Saludos!;Guayaquil;es;Interagua;Agua;No
121;1,48E+18;interagua;29/12/2021 3:35;@Tavra80 Hola @Tavra80, en su sector presento un corte emergente, debido a un daño en la red, el mismo que ya está siendo reparado, para poder restablecer el servicio lo más pronto posible, agradecemos su compresión. #InteraguaContigo;Guayaquil;es;Interagua;Agua;No
122;1,48E+18;interagua;30/12/2021 21:39;@velnova Estimado Hola @velnova, Lamentamos mucho las molestias ocasionadas, ¿Me podría indicar  su número de contrato para poder procesar su requerimiento?;Guayaquil;es;Interagua;Agua;No
123;1,48E+18;interagua;29/12/2021 22:36;@victor42195 Hola @victor42195, nos estamos comunicando internamente con usted para procesar su requerimiento. #NuncaNosRendimos;Guayaquil;es;Interagua;Agua;No
124;1,48E+18;interagua;28/12/2021 18:05;@Viviana27381406 Hola Viviana, Interagua premia su puntualidad manteniendo al día sus facturas de agua potable. Podrá acceder a concursos de tarjetas de regalos, celulares y línea blanca. Si realiza sus pagos a través de canales virtuales tendrá doble oportunidad de ganar.;Guayaquil;es;agua potable;Agua;No
125;1,47E+18;interagua;25/12/2021 17:42;@wmunoz79 @Urb_MuchoLote2 Buenas tardes @wmunoz79, se genero solicitud 140684006 para reparación de fuga de agua potable, le atenderemos a la brevedad posible.;Guayaquil;es;agua potable;Agua;No
126;1,48E+18;interagua;30/12/2021 22:03;@xavy_castro Hola @xavy_castro, nos estamos comunicando por interno con usted para procesar su requerimiento. #NuncaNosRendimos;Guayaquil;es;Interagua;Agua;No
127;1,48E+18;interagua;30/12/2021 0:04;"¡EL GRAN DÍA LLEGÓ!<U+0001F389> Conoce a los ganadores de fabulosos premios del sorteo final #PremiaTuPuntualidad. ¡El próximo año podrías ser tú! <U+0001F3C5>

*Los ganadores serán contactados para coordinar la entrega https://t.co/HKK75tI1K9";Guayaquil;es;Interagua;Agua;No
128;1,48E+18;interagua;30/12/2021 22:08;"<U+0001F449> Interagua informa sobre #TrabajosProgramados el 4 al 7 de enero en diferentes puntos de la ciudad. Recuerda tomar medidas con anticipación.
<U+0001F4A7>Mantente informado por nuestros canales oficiales. https://t.co/66FVI5jj4u";Guayaquil;es;Interagua;Agua;No
129;1,48E+18;interagua;29/12/2021 14:04;"Estamos a punto de empezar <U+0001F38A> conoce si eres uno de los ganadores del gran sorteo final de línea blanca  #PremiamosTuPuntualidad.

<U+0001F449> Ingresa aquí https://t.co/YcGsUUoMDS";Guayaquil;es;Interagua;Agua;No
130;1,47E+18;ivalverd;24/12/2021 0:41;@interagua para su conocimiento y respectiva comunicación por los medios digitales:están haciendo una reparación en la tubería de agua en las calles El Oro entre Guaranda y la 25 de Julio, frente al colegio Sagrados Corazones, nos tiene sin agua desde más de una hora;;es;sin agua;Agua;No
131;1,47E+18;jmga1961;25/12/2021 11:24;“No es tecnología de ciencia ficción”: crean un revolucionario dispositivo que convierte el aire en agua potable https://t.co/AIWIvmslsG;Guayaquil, Ecuador;es;agua potable;Agua;No
132;1,48E+18;jmga1961;29/12/2021 19:30;EMAPAG- EP realizó supervisión del proceso de facturación de Interagua https://t.co/0xk3Cxe0oz;Guayaquil, Ecuador;es;Interagua;Agua;No
133;1,47E+18;jmiguel_arias;23/12/2021 14:10;@interagua Son las 9 :09 am y paulativamente seguimos sin servicio de agua hasta que hora tenemos que esperar.;Guayaquil;es;sin servicio de agua;Agua;Si
134;1,47E+18;JonathanRoseroR;24/12/2021 13:27;@mauroandinoe @LeonidasIzaSal1 Te parece bien q un miserable como Iza, q secuestro personas, daño bienes públicos y saqueo privados, abuso de mujeres policías, dejo sin agua a Ambato, cerró los pozos petroleros siga libre?, te gustaría q vayan a tu casa o negocio y lo destruyan? Porgresistas hipócritas;Guayaquil;es;sin agua;Agua;Si
135;1,47E+18;JonathanRoseroR;23/12/2021 3:19;@revistavistazo #TalibanAndino es ese hp de iza y se van al carajo los sociólogos defensores de terroristas q secuestran personas, saquean propiedad pública y privada, dejan sin agua a ciudades como Ambato, abusan de mujeres policías, este miserable mitayo debe estarse pudriendo en la cárcel;Guayaquil;es;sin agua;Agua;SI
136;1,48E+18;jorgemunoz1214;30/12/2021 2:43;@interagua Muchas gracias;Guayaquil, Ecuador;es;Interagua;Agua;No
137;1,48E+18;jorgemunoz1214;30/12/2021 17:36;Gracias @interagua ... https://t.co/xgA2utg1k3;Guayaquil, Ecuador;es;Interagua;Agua;No
138;1,48E+18;jorgemunoz1214;30/12/2021 0:53;Manzana Q de la avenida Pinzones,de la ciudadela los Almendros..montículo de tierra y  desperdicios que ha dejado algún contratista irresponsable q podría causar un accidente d tránsito, señores @interagua atender urgente para  no lamentar después..esperamos una pronta respuesta https://t.co/r319EBGeIq;Guayaquil, Ecuador;es;Interagua;Agua;Si
139;1,47E+18;joseparedesv4;22/12/2021 3:12;@amdv77 @ValCunha19 @AgustinLaje Decente le llamaras cuando te quedes sin oxígeno y sin agua, el depredador brasileño arrasa la amazonia por pura codicia capitalista;Guayaquil, Ecuador;es;sin agua;Agua;Si
140;1,47E+18;jrrodriguezv;22/12/2021 4:46;@PSEcuatoriano @LassoGuillermo @LeonidasIzaSal1 @CONAIE_Ecuador @NayraPacha @PatySanchezPK @Cecivelasque @lourdestiban1 @marlon_santi @fer_cabascango @SalvadorQuishpe @PeterFernandoC2 @atupana_g Y los secuestros a policías, corte de agua en Ambato…. Mejor,  vayan a llorar a la llorería, PSE y actualicen sus criterios;Guayaquil, Ecuador;es;corte de agua;Agua;Si
141;1,47E+18;kn06497;23/12/2021 0:45;Parroquia Febres cordero sin agua otra vez , al menos avisen <U+0001F926><U+0001F3FB><U+200D><U+2642><U+FE0F>;Guayaquil,Ecuador;es;sin agua;Agua;Si
142;1,48E+18;l4uis_pe;30/12/2021 16:14;Buenos dias @interagua por que todos los dias desde las 09:00 am hasta las 16:00 pm nos dejan sin agua en la Coop. Francisco Jacome, pero al momento de llegar las planillas hay si esta apurados que pagemos mientras todos los dia existen corte de agua. ????;ECUADOR - GUAYAS - GUAYAQUIL;es;Interagua;Agua;Si
143;1,48E+18;l4uis_pe;30/12/2021 16:14;Buenos dias @interagua por que todos los dias desde las 09:00 am hasta las 16:00 pm nos dejan sin agua en la Coop. Francisco Jacome, pero al momento de llegar las planillas hay si esta apurados que pagemos mientras todos los dia existen corte de agua. ????;ECUADOR - GUAYAS - GUAYAQUIL;es;corte de agua;Agua;SI
144;1,48E+18;l4uis_pe;30/12/2021 16:14;Buenos dias @interagua por que todos los dias desde las 09:00 am hasta las 16:00 pm nos dejan sin agua en la Coop. Francisco Jacome, pero al momento de llegar las planillas hay si esta apurados que pagemos mientras todos los dia existen corte de agua. ????;ECUADOR - GUAYAS - GUAYAQUIL;es;sin agua;Agua;Si
145;1,48E+18;laexgordita;28/12/2021 3:30;@interagua @interagua pagamos puntual necesitamos agua y que dejen de haber cortes emergentes que ya nos tienen hartos ya parecemos @Duran ciudad sin agua;Guayaquil - Ecuador;es;sin agua;Agua;Si
146;1,48E+18;laexgordita;28/12/2021 1:29;@interagua <U+0001F62E> pero otra vez nos dejan sin agua y lo fundamental es lavarse las manos, ya me tienen harta con esta falta de respeto se paga puntual las plantillas y el servicio es pésimo;Guayaquil - Ecuador;es;sin agua;Agua;Si
147;1,48E+18;laexgordita;29/12/2021 21:47;@interagua Dejen sus estupideces de concursos y restablezcan el servicio de agua se paga y otra vez no hay agua;Guayaquil - Ecuador;es;Interagua;Agua;Si
148;1,48E+18;laexgordita;29/12/2021 21:47;@interagua otra vez sin servicio que les pasa no somos burla de Uds;Guayaquil - Ecuador;es;Interagua;Agua;Si
149;1,48E+18;laexgordita;28/12/2021 3:38;@interagua Si al automático, estamos desde las 4 sin agua la calle portete es una falta de respeto pagamos las planillas y Uds con sus famosos daños emergentes nos dejan sin servicio sin tomar en cuenta las necesidades que tenemos;Guayaquil - Ecuador;es;sin agua;Agua;Si
150;1,48E+18;LafebreMarcel;30/12/2021 0:34;Ahora q recuerdo ayer soñé q pasaba por Amsterdam pero sin agua en los canales <U+0001F614> vaina para rara;Guayaquil - Ecuador;es;sin agua;Agua;No
151;1,48E+18;leonarbulu;30/12/2021 22:14;@interagua señores se fue el agua en Garzota!!;Guayaquil, Ecuador;es;Interagua;Agua;Si
152;1,48E+18;locodecontent0;30/12/2021 2:41;@Chicho0079 @interagua Estimado usuario, no moleste que ya se acaba el año;Guayaquil, Ecuador;es;Interagua;Agua;Si
153;1,48E+18;Lrobles_Dg;30/12/2021 17:30;Y ahora xq carajos nos dejan sin agua @interagua son una pendejada completa....;Guayaquil,Ecuador;es;Interagua;Agua;Si
154;1,48E+18;Lrobles_Dg;30/12/2021 17:30;Y ahora xq carajos nos dejan sin agua @interagua son una pendejada completa....;Guayaquil,Ecuador;es;sin agua;Agua;Si
155;1,47E+18;luis25_85;22/12/2021 22:16;@interagua Hasta cuándo cortan el servicio sin avisar sector la colmena 25ava y la calle Q sin agua a estás horas que mal proceder el de uds;Guayaquil - Ecuador;es;sin agua;Agua;Si
156;1,47E+18;luis25_85;23/12/2021 12:04;@interagua Son las 7 de la mañana del 13 de diciembre y aún no se restablece el servicio de agua potable, cortan el agua sin aviso dan hora de restablecimiento y no cumplen, que pésimo servicio de uds;Guayaquil - Ecuador;es;agua potable;Agua;Si
157;1,47E+18;luisa08578909;23/12/2021 12:24;Y lo dicen como si nada, todo un sector sin agua, poca información y les vale https://t.co/BgKvGa76iO;Guayaquil, Ecuador;es;sin agua;Agua;Su
158;1,48E+18;MAAE_Guayas;28/12/2021 18:27;"La Oficina Técnica de Guaranda se reunió con los 35 usuarios de la Junta Administradora de Agua Potable ""Divino Niño"", perteneciente a la parroquia La Asunción del cantón Chimbo, con la finalidad de verificar la conformación de una nueva junta en el sector. https://t.co/cvaQIEhtkP";Guayaquil - Guayas;es;agua potable;Agua;No
159;1,47E+18;MAAE_Guayas;23/12/2021 17:18;Se constató daños de tuberías de agua como de alcantarillado sanitario y pluvial. Con el fin de coordinar acciones con la Empresa Pública de Agua de #Chimbo, que indicó sobre las tuberías, abastecimiento y prestación de servicios de agua potable y saneamiento que disponen. https://t.co/K178315oCs;Guayaquil - Guayas;es;agua potable;Agua;No
160;1,48E+18;ManzoGuillermo;30/12/2021 22:45;@interagua Estimados @interagua muchas gracias por arreglar la calle, ahora solo falta la que dañaron a la vuelta jajajaja https://t.co/fRJKz265YZ;Guayaquil-Ecuador ;es;Interagua;Agua;No
161;1,47E+18;MaribelGabino1;23/12/2021 11:48;@interagua Seguimos sin agua, por favor comunique la hora que vuelve el agua.;Guayaquil;es;sin agua;Agua;Si
162;1,47E+18;mauricioandrest;23/12/2021 12:05;@interagua Pobres hpts todo la tarde noche y mañana de hoy sin agua y nisiquiera publican;Guayaquil-Ecuador;es;sin agua;Agua;Si
163;1,48E+18;mcarrasco727;29/12/2021 14:46;"Arce firmó en 2014 el contrato para: “mejoramiento y optimización del sistema de conducción de agua potable para Durán” (así se llama). Hoy dice que en 2018 (4 años después) se dio cuenta de que ""el proyecto solo era mejoramiento y optimización de tubería""; lo mismo, y no cumplió https://t.co/6qehCljwNK";Guayaquil, Ecuador;es;agua potable;Agua;No
164;1,48E+18;MiLunChang;27/12/2021 13:43;"Radio Atalaya de Milagro anuncia que en el «Mercado La Colón» se iniciará la vacunación «a más tardar a partir de las 10 de la mañana» porque se están instalando,«se están organizando y están resolviendo los problemas del agua potable».
Gracias por su atención.
Un abrazo a todos.";Guayaquil - Ecuador.;es;agua potable;Agua;No
165;1,48E+18;mspplucho;29/12/2021 18:13;@Jatobar75 @joelcuestan No refuté sobre tu candidato, opiné sobre el hecho de que “deja un club saneado”, no hay evidencias, no sabemos. Además, de que “no había agua”, pues en el estadio no hubo agua potable el día de la final. Esto no se trata de la persona, más bien de la administración de un club…;Guayaquil, Ecuador;es;agua potable;Agua;Si
166;1,48E+18;mspplucho;29/12/2021 13:20;@joelcuestan @Jatobar75 En la final tampoco hubo agua potable…se paga 139,50 por alícuotas mensuales por una suite de 9 asientos, imagínate las más grandes. Más que en una urbanización de samborondón. Aún así no tuvimos agua!!??;Guayaquil, Ecuador;es;agua potable;Agua;Si
167;1,47E+18;mspplucho;25/12/2021 14:33;@JuanCCastro69 Que bueno que esa noticia sea falsa. Sin embargo me preocupa que “el equipo millonario”administrado por un “millonario”contrate “refuerzos” de gye City Se remodeló el estadio que con la lluvia de la final, tuvo filtraciones por todos lados, no hubo agua potable. Y asamblea?? NADA;Guayaquil, Ecuador;es;agua potable;Agua;Si
168;1,48E+18;nathalits;30/12/2021 0:57;@interagua señores no tenemos agua en el suroeste, sector la chala. Ahora qué pasó?;Guayaquil;es;Interagua;Agua;Si
169;1,47E+18;nathalits;23/12/2021 11:57;@interagua sin agua desde ayer, debería la entidad pronunciarse la hora estimada en la que se restablecerá el servicio, así no se puede @CynthiaViteri6 @DEFENSORIAEC;Guayaquil;es;sin agua;Agua;Si
170;1,48E+18;nathalits;30/12/2021 0:58;Qué pasa con @interagua, a qué se deben esas interrupciones del servicio de manera tan recurrente @CynthiaViteri6;Guayaquil;es;Interagua;Agua;Si
171;1,48E+18;ndoCamposOrmaza;30/12/2021 21:36;@interagua @CynthiaViteri6 @alcaldiagye @RTS_LaNoticia @_Televistazo_ @tctelevision Como puede ser posible que salga aguas servidas al sistema de aguas lluvias. Se llama a @interagua, se hace el reclamo y no hacen nada. No se puede ni comer con la apestilencia. https://t.co/VRBqFI8EWX;Guayaquil;es;Interagua;Agua;Si
172;1,48E+18;ndoCamposOrmaza;30/12/2021 21:36;@interagua @CynthiaViteri6 @alcaldiagye @RTS_LaNoticia @_Televistazo_ @tctelevision Como puede ser posible que salga aguas servidas al sistema de aguas lluvias. Se llama a @interagua, se hace el reclamo y no hacen nada. No se puede ni comer con la apestilencia. https://t.co/VRBqFI8EWX;Guayaquil;es;aguas servidas;Agua;Si
173;1,47E+18;nespinosaa;22/12/2021 16:02;El balneario más importante de la provincia de #Guayas, en medio de un rebrote masivo de #Covid_19 en todo el país, lleva exactamente 24 horas sin agua. ¿Saben quiénes administran #Playas, pues CREO, el partido que gobierna todo #Ecuador;EWR - Guayaquil;es;sin agua;Agua;Si
174;1,47E+18;nespinosaa;23/12/2021 17:29;Entre antier y ayer, #Playas, en principal balneario de la provincia de #Guayas, estuvo 36 horas consecutivas sin agua. Hoy está si energía eléctrica. ¡Viva la patria! Administrada por los más ineptos de los ineptos, #CREO, NO, no creo, estoy convencido.;EWR - Guayaquil;es;sin agua;Agua;Si
175;1,47E+18;nespinosaa;23/12/2021 4:34;"Hoy no hubo caminata, porque mi aldea estuvo 36 horas consecutivas sin agua y no quise arriesgar lo poco que quedaba en el ""pozo""; así que solo me fue posible ver el arte desde mi patio. #sunset #atardecer #EndOfTheDay #FinalDelDia https://t.co/2kBWerEFPQ";EWR - Guayaquil;es;sin agua;Agua;Si
